country_key,country,score,gdp,social,life,freedom,generosity,corruption,residual
finland,Finland,7.764,1.915,1.638,0.939,1.105,0.093,0.491,1.582
iceland,Iceland,7.54,1.971,1.72,0.996,1.105,0.187,0.187,1.373
denmark,Denmark,7.539,1.986,1.633,0.93,1.081,0.125,0.474,1.31
costa rica,Costa Rica,7.439,1.697,1.483,0.739,1.101,0.059,0.122,2.236
sweden,Sweden,7.255,1.95,1.57,1.027,1.07,0.149,0.447,1.041
norway,Norway,7.242,2.057,1.626,0.983,1.092,0.157,0.413,0.913
netherlands,Netherlands,7.223,1.983,1.539,0.922,1.0,0.175,0.349,1.255
israel,Israel,7.187,1.867,1.606,0.925,0.863,0.139,0.196,1.592
luxembourg,Luxembourg,7.063,2.162,1.465,0.981,1.056,0.111,0.382,0.907
switzerland,Switzerland,7.018,2.028,1.534,1.017,1.035,0.148,0.452,0.804
new zealand,New Zealand,6.995,1.876,1.58,0.924,1.034,0.155,0.422,1.003
mexico,Mexico,6.972,1.636,1.366,0.631,1.015,0.056,0.128,2.141
ireland,Ireland,6.928,2.146,1.558,0.936,1.032,0.172,0.364,0.72
belgium,Belgium,6.926,1.951,1.52,0.988,0.99,0.107,0.296,1.074
australia,Australia,6.916,1.937,1.497,0.956,0.989,0.159,0.294,1.085
kosovo,Kosovo,6.91,1.535,1.293,0.907,1.045,0.186,0.082,1.86
germany,Germany,6.882,1.948,1.49,0.876,0.948,0.145,0.349,1.128
slovenia,Slovenia,6.868,1.872,1.594,0.913,1.097,0.108,0.108,1.177
austria,Austria,6.845,1.954,1.474,0.926,0.979,0.171,0.285,1.057
czechia,Czechia,6.821,1.869,1.594,0.72,1.045,0.106,0.081,1.405
united arab emirates,United Arab Emirates,6.821,1.98,1.096,0.71,1.071,0.149,0.228,1.587
saudi arabia,Saudi Arabia,6.817,1.949,1.412,0.831,1.042,0.096,0.196,1.291
united states,United States,6.816,2.002,1.516,0.678,0.776,0.155,0.155,1.534
poland,Poland,6.768,1.851,1.479,0.693,0.945,0.023,0.177,1.6
canada,Canada,6.741,1.917,1.525,0.955,0.948,0.153,0.321,0.923
taiwan province of china,Taiwan Province of China,6.714,1.959,1.446,0.933,0.879,0.107,0.179,1.211
belize,Belize,6.711,1.471,1.42,0.609,1.146,0.07,0.08,1.913
lithuania,Lithuania,6.704,1.863,1.555,0.653,0.891,0.049,0.113,1.579
united kingdom,United Kingdom,6.694,1.896,1.458,0.888,0.962,0.191,0.291,1.008
serbia,Serbia,6.691,1.696,1.543,0.58,0.913,0.124,0.096,1.74
uruguay,Uruguay,6.635,1.748,1.54,0.525,1.054,0.07,0.194,1.505
brazil,Brazil,6.634,1.602,1.396,0.508,0.964,0.081,0.122,1.96
kazakhstan,Kazakhstan,6.633,1.782,1.599,0.552,0.982,0.117,0.104,1.496
romania,Romania,6.629,1.818,1.233,0.608,0.965,0.03,0.034,1.941
france,France,6.586,1.907,1.435,0.95,0.83,0.09,0.24,1.133
singapore,Singapore,6.585,2.167,1.471,1.059,0.98,0.145,0.512,0.252
el salvador,El Salvador,6.578,1.448,1.086,0.633,1.089,0.047,0.289,1.987
italy,Italy,6.574,1.899,1.405,0.975,0.746,0.075,0.067,1.407
panama,Panama,6.547,1.787,1.479,0.818,0.975,0.039,0.042,1.407
kuwait,Kuwait,6.543,1.862,1.316,0.88,1.031,0.11,0.167,1.177
spain,Spain,6.54,1.871,1.552,1.036,0.857,0.112,0.167,0.946
guatemala,Guatemala,6.533,1.472,1.175,0.38,1.034,0.076,0.094,2.304
malta,Malta,6.436,1.942,1.532,0.948,0.977,0.183,0.12,0.735
argentina,Argentina,6.43,1.7,1.517,0.621,0.97,0.052,0.076,1.493
viet nam,Viet Nam,6.428,1.51,1.375,0.698,1.147,0.039,0.207,1.453
estonia,Estonia,6.41,1.824,1.604,0.692,0.99,0.105,0.353,0.842
bosnia and herzegovina,Bosnia and Herzegovina,6.381,1.616,1.425,0.678,0.874,0.152,0.024,1.612
latvia,Latvia,6.365,1.797,1.61,0.512,0.94,0.103,0.097,1.305
jamaica,Jamaica,6.305,1.445,1.554,0.371,0.966,0.059,0.082,1.827
chile,Chile,6.302,1.73,1.427,0.792,0.926,0.087,0.087,1.254
nicaragua,Nicaragua,6.301,1.32,1.349,0.74,1.03,0.097,0.278,1.487
thailand,Thailand,6.296,1.632,1.424,0.694,1.087,0.195,0.029,1.234
uzbekistan,Uzbekistan,6.283,1.415,1.527,0.771,1.085,0.173,0.196,1.116
slovakia,Slovakia,6.255,1.815,1.63,0.564,0.847,0.056,0.065,1.278
bahrain,Bahrain,6.254,1.93,1.293,0.693,1.055,0.143,0.171,0.969
philippines,Philippines,6.206,1.413,1.285,0.286,1.085,0.088,0.095,1.953
paraguay,Paraguay,6.198,1.547,1.529,0.209,1.039,0.097,0.058,1.719
oman,Oman,6.197,1.789,1.286,0.58,1.057,0.132,0.188,1.164
ecuador,Ecuador,6.144,1.505,1.168,0.835,0.86,0.058,0.085,1.634
montenegro,Montenegro,6.139,1.709,1.485,0.68,0.935,0.073,0.142,1.115
japan,Japan,6.13,1.858,1.414,1.041,0.875,0.019,0.202,0.722
cyprus,Cyprus,6.126,1.892,1.215,0.953,0.794,0.086,0.07,1.116
honduras,Honduras,6.096,1.277,1.083,0.466,0.999,0.122,0.081,2.067
dominican republic,Dominican Republic,6.093,1.664,1.406,0.702,1.015,0.061,0.188,1.057
china,China,6.074,1.662,0.963,0.905,0.793,0.089,0.161,1.502
kyrgyzstan,Kyrgyzstan,6.049,1.296,1.565,0.759,1.108,0.142,0.102,1.077
republic of korea,Republic of Korea,6.04,1.906,1.23,1.028,0.825,0.089,0.149,0.812
colombia,Colombia,6.04,1.586,1.374,0.63,0.915,0.042,0.051,1.441
portugal,Portugal,6.029,1.83,1.461,0.944,1.005,0.035,0.031,0.724
croatia,Croatia,6.009,1.834,1.562,0.737,0.675,0.022,0.095,1.084
malaysia,Malaysia,6.005,1.766,1.17,0.413,1.109,0.161,0.112,1.275
peru,Peru,5.974,1.535,1.24,0.605,0.849,0.055,0.01,1.68
mauritius,Mauritius,5.939,1.707,1.384,0.704,0.926,0.092,0.127,0.999
hungary,Hungary,5.937,1.819,1.625,0.633,0.785,0.103,0.056,0.916
mongolia,Mongolia,5.936,1.558,1.615,0.421,0.752,0.162,0.051,1.376
trinidad and tobago,Trinidad and Tobago,5.905,1.748,1.413,0.49,0.884,0.109,0.0,1.262
republic of moldova,Republic of Moldova,5.851,1.55,1.277,0.409,0.981,0.053,0.037,1.544
bolivia,Bolivia,5.835,1.442,1.2,0.36,0.909,0.059,0.038,1.827
russian federation,Russian Federation,5.834,1.821,1.331,0.505,0.809,0.112,0.133,1.122
venezuela,Venezuela,5.756,0.0,1.335,0.561,0.846,0.18,0.133,2.701
libya,Libya,5.731,1.48,1.136,0.619,0.865,0.099,0.245,1.286
north macedonia,North Macedonia,5.719,1.665,1.448,0.581,0.74,0.124,0.013,1.149
algeria,Algeria,5.714,1.535,1.275,0.964,0.933,0.057,0.113,0.837
bulgaria,Bulgaria,5.703,1.768,1.587,0.47,0.881,0.059,0.003,0.935
greece,Greece,5.697,1.795,1.257,0.799,0.478,0.023,0.064,1.282
albania,Albania,5.662,1.631,1.026,0.782,1.014,0.106,0.06,1.043
indonesia,Indonesia,5.617,1.512,1.229,0.485,1.043,0.295,0.033,1.02
tajikistan,Tajikistan,5.591,1.18,1.476,0.783,,0.085,0.336,
armenia,Armenia,5.584,1.608,1.225,1.05,0.914,0.026,0.152,0.608
hong kong sar of china,Hong Kong SAR of China,5.569,1.96,1.33,1.238,0.852,0.09,0.395,-0.295
georgia,Georgia,5.517,1.669,1.201,0.5,0.988,0.0,0.161,0.998
lao pdr,Lao PDR,5.515,1.357,0.866,0.554,1.065,0.134,0.174,1.366
mozambique,Mozambique,5.336,0.839,1.018,0.126,0.888,0.116,0.165,2.182
t rkiye,Türkiye,5.3,1.785,1.313,0.692,0.363,0.046,0.099,1.002
iraq,Iraq,5.212,1.477,1.127,0.704,0.615,0.087,0.084,1.117
gabon,Gabon,5.167,1.591,1.003,0.45,0.829,0.043,0.092,1.159
iran,Iran,5.151,1.565,1.249,0.693,0.599,0.189,0.124,0.733
c te divoire,Côte d’Ivoire,5.148,1.285,0.694,0.45,0.84,0.1,0.176,1.604
nepal,Nepal,5.147,1.2,1.099,0.508,0.887,0.117,0.075,1.26
cameroon,Cameroon,5.083,1.191,0.9,0.348,0.821,0.094,0.055,1.675
south africa,South Africa,5.009,1.494,1.285,0.101,0.825,0.064,0.064,1.176
azerbaijan,Azerbaijan,4.993,1.636,0.979,0.847,0.935,0.058,0.198,0.34
niger,Niger,4.94,0.89,0.651,0.3,0.9,0.121,0.115,1.964
pakistan,Pakistan,4.868,1.224,0.556,0.489,0.564,0.144,0.071,1.819
tunisia,Tunisia,4.798,1.475,1.043,0.442,0.652,0.038,0.071,1.078
nigeria,Nigeria,4.788,1.335,1.083,0.462,0.735,0.151,0.036,0.986
senegal,Senegal,4.787,1.164,0.882,0.48,0.922,0.114,0.113,1.111
namibia,Namibia,4.781,1.41,1.411,0.038,0.67,0.048,0.058,1.145
state of palestine,State of Palestine,4.694,1.242,1.335,,0.742,0.073,0.095,
kenya,Kenya,4.674,1.242,0.879,0.518,0.798,0.207,0.093,0.936
ukraine,Ukraine,4.658,1.547,1.303,0.498,0.722,0.222,0.008,0.358
morocco,Morocco,4.646,1.376,0.401,0.674,0.844,0.035,0.086,1.229
guinea,Guinea,4.609,1.132,0.622,0.364,0.866,0.141,0.102,1.381
mali,Mali,4.588,1.036,0.779,0.381,0.904,0.078,0.105,1.305
ghana,Ghana,4.554,1.297,0.961,0.507,0.932,0.123,0.035,0.699
india,India,4.536,1.397,0.732,0.298,1.015,0.121,0.124,0.848
somalia,Somalia,4.508,0.818,0.791,0.035,0.928,0.155,0.218,1.562
uganda,Uganda,4.491,1.032,1.181,0.449,0.924,0.14,0.043,0.722
jordan,Jordan,4.478,1.388,1.055,0.606,0.853,0.053,0.174,0.348
mauritania,Mauritania,4.473,1.272,0.787,0.593,0.593,0.109,0.188,0.931
cambodia,Cambodia,4.462,1.295,1.075,0.531,1.123,0.148,0.088,0.201
congo,Congo,4.456,1.259,0.554,0.391,0.751,0.074,0.123,1.304
burkina faso,Burkina Faso,4.455,0.995,0.63,0.343,0.82,0.135,0.253,1.28
benin,Benin,4.393,1.122,0.087,0.409,0.816,0.086,0.243,1.63
chad,Chad,4.385,0.979,0.676,0.292,0.571,0.151,0.116,1.6
lesotho,Lesotho,4.375,1.007,1.135,0.0,0.741,0.057,0.069,1.365
bangladesh,Bangladesh,4.319,1.353,0.245,0.672,1.078,0.111,0.087,0.774
gambia,Gambia,4.306,1.05,0.853,0.393,0.807,0.223,0.042,0.938
myanmar,Myanmar,4.287,1.211,0.977,0.488,0.722,0.292,0.16,0.436
liberia,Liberia,4.28,0.867,0.815,0.386,0.796,0.125,0.066,1.225
togo,Togo,4.277,1.039,0.572,0.442,0.682,0.085,0.144,1.314
madagascar,Madagascar,4.174,0.867,0.71,0.393,0.38,0.118,0.116,1.59
zambia,Zambia,4.106,1.109,0.861,0.25,0.991,0.139,0.101,0.654
sri lanka,Sri Lanka,4.013,1.496,1.13,0.567,0.872,0.111,0.059,-0.222
ethiopia,Ethiopia,3.985,1.033,0.854,0.453,0.653,0.144,0.097,0.753
comoros,Comoros,3.925,1.089,0.352,0.468,0.373,0.118,0.172,1.352
eswatini,Eswatini,3.909,1.41,1.036,0.044,0.579,0.055,0.137,0.647
tanzania,Tanzania,3.902,1.108,0.778,0.459,1.006,0.145,0.251,0.155
egypt,Egypt,3.862,1.558,0.862,0.521,0.727,0.022,0.097,0.074
dr congo,DR Congo,3.761,0.857,0.792,0.321,0.72,0.146,0.066,0.86
lebanon,Lebanon,3.723,1.428,1.05,0.416,0.434,0.074,0.057,0.265
yemen,Yemen,3.532,0.692,1.292,0.431,0.549,0.084,0.109,0.374
botswana,Botswana,3.464,1.582,0.989,0.017,0.86,0.022,0.093,-0.099
zimbabwe,Zimbabwe,3.346,1.213,0.782,0.189,0.729,0.056,0.128,0.251
malawi,Malawi,3.284,0.864,0.326,0.299,0.812,0.109,0.143,0.73
sierra leone,Sierra Leone,3.251,1.054,0.692,0.405,0.8,0.131,0.052,0.117
afghanistan,Afghanistan,1.446,0.921,0.0,0.176,0.0,0.079,0.131,0.139
finland,Finland,7.736,1.749,1.783,0.824,0.986,0.11,0.502,1.782
denmark,Denmark,7.521,1.825,1.748,0.82,0.955,0.15,0.488,1.535
iceland,Iceland,7.515,1.799,1.84,0.873,0.971,0.201,0.173,1.659
sweden,Sweden,7.345,1.783,1.698,0.889,0.952,0.17,0.467,1.385
netherlands,Netherlands,7.306,1.822,1.667,0.844,0.86,0.186,0.344,1.583
costa rica,Costa Rica,7.274,1.492,1.6,0.68,0.948,0.067,0.118,2.369
norway,Norway,7.262,1.902,1.711,0.863,0.962,0.168,0.425,1.231
israel,Israel,7.234,1.695,1.743,0.824,0.74,0.144,0.193,1.895
luxembourg,Luxembourg,7.122,2.028,1.558,0.864,0.931,0.117,0.397,1.227
mexico,Mexico,6.979,1.435,1.504,0.55,0.879,0.057,0.118,2.438
australia,Australia,6.974,1.767,1.647,0.841,0.857,0.164,0.285,1.413
new zealand,New Zealand,6.952,1.698,1.712,0.815,0.861,0.167,0.429,1.27
switzerland,Switzerland,6.935,1.87,1.622,0.883,0.889,0.156,0.468,1.047
belgium,Belgium,6.91,1.783,1.646,0.852,0.895,0.119,0.306,1.309
ireland,Ireland,6.889,1.988,1.659,0.823,0.906,0.179,0.382,0.952
lithuania,Lithuania,6.829,1.684,1.699,0.592,0.702,0.031,0.123,1.998
austria,Austria,6.81,1.791,1.592,0.814,0.856,0.179,0.28,1.297
canada,Canada,6.803,1.749,1.647,0.832,0.813,0.168,0.323,1.271
slovenia,Slovenia,6.792,1.692,1.718,0.802,0.961,0.121,0.113,1.384
czechia,Czechia,6.775,1.692,1.716,0.658,0.916,0.118,0.084,1.591
united arab emirates,United Arab Emirates,6.759,1.812,1.294,0.659,0.934,0.165,0.235,1.66
germany,Germany,6.753,1.785,1.625,0.776,0.858,0.148,0.351,1.21
united kingdom,United Kingdom,6.728,1.725,1.562,0.779,0.872,0.211,0.318,1.26
united states,United States,6.724,1.839,1.614,0.604,0.644,0.171,0.161,1.69
belize,Belize,6.711,1.256,1.54,0.525,1.018,0.072,0.082,2.218
poland,Poland,6.673,1.666,1.595,0.63,0.79,0.021,0.169,1.802
taiwan province of china,Taiwan Province of China,6.669,1.73,1.583,0.817,0.76,0.057,0.187,1.534
uruguay,Uruguay,6.661,1.554,1.654,0.523,0.913,0.078,0.197,1.741
kosovo,Kosovo,6.659,1.281,1.454,0.896,0.893,0.201,0.087,1.847
kuwait,Kuwait,6.629,1.691,1.481,0.766,0.934,0.143,0.167,1.448
serbia,Serbia,6.606,1.489,1.62,0.545,0.767,0.131,0.107,1.946
saudi arabia,Saudi Arabia,6.6,1.743,1.566,0.714,0.915,0.105,0.187,1.37
france,France,6.593,1.733,1.535,0.832,0.743,0.099,0.264,1.386
singapore,Singapore,6.565,2.022,1.565,0.935,0.856,0.164,0.522,0.501
romania,Romania,6.563,1.636,1.401,0.561,0.847,0.028,0.015,2.075
brazil,Brazil,6.494,1.391,1.519,0.48,0.83,0.089,0.127,2.057
el salvador,El Salvador,6.492,1.222,1.228,0.559,0.955,0.054,0.264,2.211
spain,Spain,6.466,1.69,1.685,0.894,0.734,0.112,0.18,1.17
estonia,Estonia,6.417,1.65,1.716,0.642,0.902,0.128,0.378,1.001
italy,Italy,6.415,1.724,1.526,0.852,0.641,0.082,0.071,1.517
panama,Panama,6.407,1.594,1.6,0.717,0.876,0.041,0.042,1.537
argentina,Argentina,6.397,1.504,1.622,0.579,0.824,0.048,0.083,1.736
kazakhstan,Kazakhstan,6.378,1.586,1.688,0.504,0.878,0.111,0.118,1.492
guatemala,Guatemala,6.362,1.249,1.33,0.376,0.882,0.075,0.085,2.365
chile,Chile,6.361,1.537,1.577,0.711,0.779,0.093,0.085,1.579
viet nam,Viet Nam,6.352,1.278,1.533,0.631,1.012,0.039,0.174,1.684
nicaragua,Nicaragua,6.33,1.084,1.47,0.646,0.912,0.103,0.271,1.844
malta,Malta,6.316,1.76,1.671,0.837,0.837,0.217,0.115,0.879
thailand,Thailand,6.222,1.426,1.551,0.633,0.927,0.223,0.039,1.423
slovakia,Slovakia,6.221,1.629,1.762,0.547,0.704,0.058,0.07,1.451
latvia,Latvia,6.207,1.619,1.711,0.503,0.789,0.108,0.082,1.396
oman,Oman,6.197,1.603,1.411,0.5,0.93,0.142,,
uzbekistan,Uzbekistan,6.193,1.179,1.615,0.654,0.977,0.195,0.208,1.364
paraguay,Paraguay,6.172,1.329,1.615,0.291,0.921,0.097,0.063,1.857
japan,Japan,6.147,1.678,1.55,0.921,0.746,0.014,0.2,1.038
bosnia and herzegovina,Bosnia and Herzegovina,6.136,1.405,1.545,0.616,0.749,0.178,0.009,1.635
philippines,Philippines,6.107,1.177,1.385,0.315,0.966,0.075,0.11,2.079
republic of korea,Republic of Korea,6.038,1.709,1.357,0.903,0.678,0.1,0.139,1.152
bahrain,Bahrain,6.03,1.752,1.391,0.609,0.907,0.148,0.167,1.057
portugal,Portugal,6.013,1.646,1.56,0.822,0.879,0.04,0.034,1.032
colombia,Colombia,6.004,1.38,1.513,0.587,0.777,0.039,0.051,1.658
ecuador,Ecuador,5.965,1.299,1.32,0.702,0.712,0.058,0.066,1.808
honduras,Honduras,5.964,1.036,1.187,0.436,0.862,0.134,0.079,2.229
malaysia,Malaysia,5.955,1.571,1.315,0.446,0.991,0.181,0.11,1.341
peru,Peru,5.947,1.323,1.364,0.551,0.71,0.05,0.021,1.929
russian federation,Russian Federation,5.945,1.63,1.549,0.47,0.702,0.095,0.125,1.373
cyprus,Cyprus,5.942,1.72,1.348,0.84,0.612,0.108,0.041,1.273
china,China,5.921,1.445,1.307,0.789,0.764,0.079,0.154,1.382
hungary,Hungary,5.915,1.638,1.742,0.587,0.681,0.099,0.057,1.111
trinidad and tobago,Trinidad and Tobago,5.905,1.549,1.532,0.419,0.76,0.111,0.001,1.533
montenegro,Montenegro,5.877,1.507,1.551,0.618,0.768,0.075,0.138,1.22
croatia,Croatia,5.87,1.644,1.673,0.669,0.478,0.022,0.065,1.319
jamaica,Jamaica,5.87,1.182,1.545,0.504,0.869,0.075,0.019,1.676
bolivia,Bolivia,5.868,1.173,1.356,0.346,0.817,0.067,0.052,2.057
kyrgyzstan,Kyrgyzstan,5.858,1.032,1.715,0.647,0.981,0.169,0.053,1.261
dominican republic,Dominican Republic,5.846,1.457,1.5,0.615,0.866,0.063,0.186,1.16
mongolia,Mongolia,5.833,1.336,1.731,0.423,0.629,0.18,0.053,1.481
mauritius,Mauritius,5.832,1.499,1.521,0.617,0.761,0.095,0.13,1.209
libya,Libya,5.82,1.247,1.309,0.549,0.724,0.111,0.214,1.666
republic of moldova,Republic of Moldova,5.819,1.332,1.43,0.414,0.83,0.054,0.037,1.722
greece,Greece,5.776,1.608,1.438,0.725,0.396,0.003,0.063,1.543
venezuela,Venezuela,5.683,0.0,1.493,0.515,0.702,0.154,0.117,2.701
indonesia,Indonesia,5.617,1.288,1.372,0.454,0.918,0.323,0.044,1.218
algeria,Algeria,5.571,1.315,1.363,0.782,0.522,0.057,0.219,1.313
bulgaria,Bulgaria,5.554,1.573,1.725,0.463,0.708,0.055,0.0,1.029
north macedonia,North Macedonia,5.503,1.458,1.537,0.544,0.637,0.13,0.007,1.19
armenia,Armenia,5.494,1.391,1.349,0.828,0.786,0.032,0.158,0.95
hong kong sar of china,Hong Kong SAR of China,5.491,1.79,1.41,0.948,0.674,0.116,0.386,0.168
albania,Albania,5.411,1.371,1.122,0.696,0.841,0.103,0.057,1.22
tajikistan,Tajikistan,5.411,0.914,1.555,0.658,,0.085,0.342,
georgia,Georgia,5.4,1.444,1.275,0.482,0.844,0.0,0.172,1.182
nepal,Nepal,5.311,0.944,1.21,0.463,0.764,0.155,0.099,1.676
lao pdr,Lao PDR,5.301,1.122,1.01,0.493,0.916,0.145,0.164,1.452
t rkiye,Türkiye,5.262,1.582,1.444,0.626,0.244,0.04,0.104,1.223
south africa,South Africa,5.213,1.283,1.465,0.142,0.676,0.064,0.043,1.54
mozambique,Mozambique,5.19,0.559,1.131,0.124,0.813,0.127,0.173,2.262
gabon,Gabon,5.12,1.386,1.224,0.387,0.651,0.042,0.086,1.343
c te divoire,Côte d’Ivoire,5.102,1.038,0.76,0.206,0.661,0.1,0.162,2.176
iran,Iran,5.093,1.33,1.367,0.609,0.456,0.202,0.122,1.007
congo,Congo,5.03,1.023,0.796,0.336,0.626,0.082,0.126,2.04
iraq,Iraq,4.976,1.261,1.275,0.589,0.503,0.1,0.069,1.178
guinea,Guinea,4.929,0.873,0.791,0.306,0.676,0.157,0.098,2.027
namibia,Namibia,4.911,1.182,1.482,0.104,0.564,0.052,0.056,1.47
cameroon,Cameroon,4.887,0.944,0.986,0.302,0.662,0.099,0.06,1.834
nigeria,Nigeria,4.885,0.989,1.245,0.38,0.639,0.17,0.028,1.433
azerbaijan,Azerbaijan,4.875,1.428,1.03,0.707,0.785,0.076,0.179,0.67
senegal,Senegal,4.856,0.907,0.977,0.433,0.767,0.129,0.09,1.553
state of palestine,State of Palestine,4.78,1.047,1.456,,0.618,0.055,0.081,
pakistan,Pakistan,4.768,0.982,0.759,0.417,0.529,0.136,0.046,1.898
niger,Niger,4.725,0.606,0.796,0.258,0.759,0.122,0.137,2.048
ukraine,Ukraine,4.68,1.328,1.472,0.472,0.689,0.245,0.023,0.451
morocco,Morocco,4.622,1.139,0.635,0.585,0.748,0.031,0.095,1.388
tunisia,Tunisia,4.552,1.257,1.224,0.459,0.382,0.032,0.05,1.149
mauritania,Mauritania,4.542,1.023,0.919,0.516,0.454,0.113,0.195,1.323
kenya,Kenya,4.51,0.994,1.047,0.448,0.649,0.22,0.073,1.079
uganda,Uganda,4.461,0.762,1.342,0.396,0.751,0.148,0.05,1.012
gambia,Gambia,4.423,0.778,0.958,0.348,0.611,0.255,0.045,1.428
india,India,4.389,1.149,0.86,0.316,0.914,0.141,0.12,0.889
chad,Chad,4.384,0.592,0.902,0.242,0.477,0.175,0.111,1.884
burkina faso,Burkina Faso,4.383,0.724,0.828,0.296,0.671,0.142,0.218,1.504
benin,Benin,4.357,0.855,0.228,0.357,0.679,0.092,0.238,1.909
somalia,Somalia,4.347,0.535,0.877,0.046,0.916,0.206,0.192,1.575
mali,Mali,4.345,0.709,0.908,0.318,0.767,0.093,0.114,1.436
cambodia,Cambodia,4.341,1.049,1.215,0.481,0.988,0.138,0.078,0.393
ghana,Ghana,4.34,1.053,1.01,0.438,0.771,0.139,0.025,0.904
myanmar,Myanmar,4.321,0.975,1.144,0.446,0.569,0.322,0.163,0.702
togo,Togo,4.315,0.757,0.736,0.378,0.576,0.097,0.153,1.618
jordan,Jordan,4.31,1.158,1.202,0.573,0.7,0.051,0.164,0.461
liberia,Liberia,4.277,0.582,0.888,0.324,0.653,0.143,0.068,1.618
madagascar,Madagascar,4.157,0.588,0.938,0.341,0.292,0.131,0.118,1.751
zambia,Zambia,3.912,0.848,1.013,0.233,0.872,0.131,0.107,0.709
ethiopia,Ethiopia,3.898,0.757,1.051,0.416,0.54,0.182,0.1,0.852
sri lanka,Sri Lanka,3.891,1.271,1.308,0.567,0.696,0.121,0.025,-0.099
bangladesh,Bangladesh,3.851,1.116,0.286,0.592,0.92,0.11,0.132,0.695
egypt,Egypt,3.817,1.347,1.075,0.473,0.593,0.018,0.103,0.21
tanzania,Tanzania,3.8,0.847,0.908,0.411,0.858,0.153,0.243,0.38
eswatini,Eswatini,3.774,1.183,1.152,0.038,0.428,0.054,0.13,0.79
lesotho,Lesotho,3.757,0.737,1.131,0.0,0.606,0.065,0.072,1.145
comoros,Comoros,3.754,0.835,0.501,0.428,0.26,0.117,0.164,1.45
yemen,Yemen,3.561,0.631,1.482,0.375,0.447,0.066,0.106,0.454
dr congo,DR Congo,3.469,0.544,0.929,0.278,0.6,0.151,0.061,0.906
botswana,Botswana,3.438,1.388,1.146,0.094,0.697,0.018,0.083,0.012
zimbabwe,Zimbabwe,3.396,0.827,0.961,0.178,0.598,0.065,0.131,0.636
malawi,Malawi,3.26,0.588,0.489,0.28,0.677,0.115,0.136,0.975
lebanon,Lebanon,3.188,1.223,0.984,0.44,0.279,0.071,0.041,0.15
sierra leone,Sierra Leone,2.998,0.786,0.692,0.327,0.613,0.138,0.052,0.391
afghanistan,Afghanistan,1.364,0.649,0.0,0.155,0.0,0.075,0.135,0.348
finland,Finland,7.741,1.844,1.572,0.695,0.859,0.142,0.546,2.082
denmark,Denmark,7.583,1.908,1.52,0.699,0.823,0.204,0.548,1.881
iceland,Iceland,7.525,1.881,1.617,0.718,0.819,0.258,0.182,2.05
sweden,Sweden,7.344,1.878,1.501,0.724,0.838,0.221,0.524,1.658
israel,Israel,7.341,1.803,1.513,0.74,0.641,0.153,0.193,2.298
netherlands,Netherlands,7.319,1.901,1.462,0.706,0.725,0.247,0.372,1.906
norway,Norway,7.302,1.952,1.517,0.704,0.835,0.224,0.484,1.586
luxembourg,Luxembourg,7.122,2.141,1.355,0.708,0.801,0.146,0.432,1.54
switzerland,Switzerland,7.06,1.97,1.425,0.747,0.759,0.173,0.498,1.488
australia,Australia,7.057,1.854,1.461,0.692,0.756,0.225,0.323,1.745
new zealand,New Zealand,7.029,1.81,1.527,0.673,0.746,0.226,0.48,1.567
costa rica,Costa Rica,6.955,1.561,1.373,0.661,0.797,0.109,0.123,2.333
kuwait,Kuwait,6.951,1.845,1.364,0.661,0.827,0.2,0.172,1.884
austria,Austria,6.905,1.885,1.336,0.696,0.703,0.214,0.305,1.766
canada,Canada,6.9,1.84,1.459,0.701,0.73,0.23,0.368,1.572
belgium,Belgium,6.894,1.868,1.44,0.69,0.729,0.17,0.311,1.686
ireland,Ireland,6.838,2.129,1.39,0.7,0.758,0.205,0.418,1.239
czechia,Czechia,6.822,1.783,1.511,0.638,0.787,0.177,0.068,1.858
lithuania,Lithuania,6.818,1.766,1.454,0.598,0.533,0.044,0.116,2.307
united kingdom,United Kingdom,6.749,1.822,1.326,0.672,0.713,0.267,0.351,1.598
slovenia,Slovenia,6.743,1.786,1.502,0.695,0.789,0.157,0.131,1.683
united arab emirates,United Arab Emirates,6.733,1.983,1.164,0.563,0.815,0.209,0.258,1.741
united states,United States,6.725,1.939,1.392,0.542,0.586,0.223,0.169,1.873
germany,Germany,6.719,1.871,1.39,0.702,0.7,0.174,0.368,1.513
mexico,Mexico,6.678,1.521,1.241,0.544,0.722,0.086,0.127,2.437
uruguay,Uruguay,6.611,1.596,1.431,0.592,0.775,0.106,0.22,1.891
france,France,6.609,1.818,1.348,0.727,0.65,0.112,0.281,1.672
saudi arabia,Saudi Arabia,6.594,1.842,1.361,0.511,0.787,0.114,0.188,1.79
kosovo,Kosovo,6.561,1.364,1.277,0.599,0.739,0.254,0.073,2.255
singapore,Singapore,6.523,2.118,1.361,0.769,0.743,0.168,0.575,0.788
taiwan province of china,Taiwan Province of China,6.503,1.842,1.346,0.65,0.649,0.068,0.202,1.747
romania,Romania,6.491,1.699,1.236,0.583,0.717,0.041,0.006,2.21
el salvador,El Salvador,6.469,1.265,1.08,0.549,0.816,0.083,0.253,2.424
estonia,Estonia,6.448,1.752,1.527,0.657,0.805,0.166,0.401,1.138
poland,Poland,6.442,1.738,1.417,0.639,0.6,0.081,0.175,1.791
spain,Spain,6.421,1.766,1.471,0.729,0.619,0.119,0.177,1.54
serbia,Serbia,6.411,1.538,1.391,0.585,0.663,0.2,0.101,1.932
